acceptance_rate,avg_r2c_ratio,long_term_time_r2c_ratio,long_term_avg_time_revenue,success_count,early_rejection_count,place_failure_count,route_failure_count,total_cost,total_revenue,total_time_revenue,total_time_cost,long_term_r2c_ratio,total_simulation_time,long_term_avg_revenue,long_term_avg_cost,min_p_net_available_resource,min_p_net_node_available_resource,min_p_net_link_available_resource,max_inservice_count,total_violation,total_max_single_step_violation,avg_reward,solver_name,seed,p_net_dataset_dir,v_nets_dataset_dir,run_id,start_run_time,clock_running_time
0.15,0.07543736949867218,0.3751640444262101,631.3238270613537,3,0,0,17,473.0,211.0,73864.88776617838,196886.90551129467,0.44608879492600423,117.0,1.8034188034188035,4.042735042735043,2995,1452,1543,2,440.0,-inf,0,ffd_rank,0,dataset/p_net/20-waxman_[0.5-0.2]-cpu_[50-100]-max_cpu_None-bw_[50-100]-max_bw_None,dataset/v_nets/20-[2-10]-random-500-0.04-cpu_[0-20]-bw_[0-50],Stephens-MacBook-Pro-2.local-20250516T012933,20250516T012939,1.2590909004211426
0.15,0.07543736949867218,0.37516404442621004,628.216072638846,3,0,0,17,473.0,211.0,74129.49657138382,197592.2204505505,0.44608879492600423,118.0,1.7881355932203389,4.008474576271187,2995,1452,1543,2,440.0,-inf,0,ffd_rank,0,dataset/p_net/20-waxman_[0.5-0.2]-cpu_[50-100]-max_cpu_None-bw_[50-100]-max_bw_None,dataset/v_nets/20-[2-10]-random-501.79116771992585-0.039761431411530816-cpu_[0-20]-bw_[0-50],Stephens-MacBook-Pro-2.local-20250516T012933,20250516T012941,1.0776259899139404
