v_net_count,success_count,inservice_count,total_revenue,total_cost,total_time_revenue,total_time_cost,long_term_r2c_ratio,long_term_time_r2c_ratio,num_running_p_net_nodes,event_id,event_type,event_time,p_net_available_resource,p_net_node_available_resource,p_net_link_available_resource,p_net_node_resource_utilization,p_net_link_resource_utilization,v_net_id,v_net_lifetime,v_net_arrival_time,v_net_num_nodes,v_net_num_egdes,result,node_slots,link_paths,node_slots_info,link_paths_info,v_net_cost,v_net_revenue,v_net_demand,v_net_node_demand,v_net_link_demand,v_net_node_revenue,v_net_link_revenue,v_net_node_cost,v_net_link_cost,v_net_path_cost,v_net_r2c_ratio,v_net_time_cost,v_net_time_revenue,v_net_time_rc_ratio,description,v_net_total_hard_constraint_violation,v_net_single_step_constraint_offset,v_net_constraint_offsets,v_net_constraint_violations,v_net_single_step_violation_list,v_net_single_step_hard_constraint_offset,v_net_max_single_step_hard_constraint_violation,place_result,route_result,early_rejection,revoke_times,selected_actions,num_placed_nodes,num_routed_links
1,1,1,323.0,514.0,27515.94415071213,43786.982332712185,0.6284046692607004,0.6284046692607004,7,0,1,17.0,42701,7440,35261,0.013655044412037687,0.01152164162368241,0,85.18868158115211,17.0,7,8,True,"{6: 6, 2: 49, 1: 4, 3: 41, 4: 98, 5: 23, 0: 34}","{(0, 3): [(34, 37), (37, 41)], (0, 4): [(34, 12), (12, 98)], (0, 6): [(34, 26), (26, 6)], (1, 3): [(4, 29), (29, 16), (16, 41)], (1, 4): [(4, 21), (21, 98)], (2, 4): [(49, 98)], (3, 4): [(41, 47), (47, 98)], (5, 6): [(23, 11), (11, 6)]}","{(6, 6): {'cpu': 20}, (2, 49): {'cpu': 18}, (1, 4): {'cpu': 16}, (3, 41): {'cpu': 14}, (4, 98): {'cpu': 14}, (5, 23): {'cpu': 14}, (0, 34): {'cpu': 7}}","{((0, 3), (34, 37)): {'bw': 35}, ((0, 3), (37, 41)): {'bw': 35}, ((0, 4), (34, 12)): {'bw': 48}, ((0, 4), (12, 98)): {'bw': 48}, ((0, 6), (34, 26)): {'bw': 30}, ((0, 6), (26, 6)): {'bw': 30}, ((1, 3), (4, 29)): {'bw': 3}, ((1, 3), (29, 16)): {'bw': 3}, ((1, 3), (16, 41)): {'bw': 3}, ((1, 4), (4, 21)): {'bw': 10}, ((1, 4), (21, 98)): {'bw': 10}, ((2, 4), (49, 98)): {'bw': 32}, ((3, 4), (41, 47)): {'bw': 21}, ((3, 4), (47, 98)): {'bw': 21}, ((5, 6), (23, 11)): {'bw': 41}, ((5, 6), (11, 6)): {'bw': 41}}",514.0,323.0,206.0,103.0,220.0,103.0,220.0,103.0,411.0,191.0,0.6284046692607004,43786.982332712185,27515.94415071213,53.53296527375901,Success,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {6: {'cpu': -80}, 2: {'cpu': -81}, 1: {'cpu': -82}, 3: {'cpu': -84}, 4: {'cpu': -84}, 5: {'cpu': -83}, 0: {'cpu': -90}}, 'link_level': {(0, 3): {'bw': -30}, (0, 4): {'bw': -22}, (0, 6): {'bw': -30}, (1, 3): {'bw': -59}, (1, 4): {'bw': -45}, (2, 4): {'bw': -33}, (3, 4): {'bw': -65}, (5, 6): {'bw': -26}}, 'path_level': {(0, 3): {}, (0, 4): {}, (0, 6): {}, (1, 3): {}, (1, 4): {}, (2, 4): {}, (3, 4): {}, (5, 6): {}}}","{'node_level': {6: {'cpu': 0}, 2: {'cpu': 0}, 1: {'cpu': 0}, 3: {'cpu': 0}, 4: {'cpu': 0}, 5: {'cpu': 0}, 0: {'cpu': 0}}, 'link_level': {(0, 3): {'bw': 0}, (0, 4): {'bw': 0}, (0, 6): {'bw': 0}, (1, 3): {'bw': 0}, (1, 4): {'bw': 0}, (2, 4): {'bw': 0}, (3, 4): {'bw': 0}, (5, 6): {'bw': 0}}, 'path_level': {(0, 3): {}, (0, 4): {}, (0, 6): {}, (1, 3): {}, (1, 4): {}, (2, 4): {}, (3, 4): {}, (5, 6): {}}}",[],-inf,-inf,True,True,False,0,[],7.0,8.0
2,2,2,356.0,565.0,46530.7259634314,73173.46331600561,0.6300884955752213,0.6358961822332317,9,1,1,42.0,42650,7425,35225,0.01564364311281985,0.0125308365104283,1,576.2055094763416,42.0,2,1,True,"{0: 1, 1: 55}","{(0, 1): [(1, 90), (90, 55)]}","{(0, 1): {'cpu': 14}, (1, 55): {'cpu': 1}}","{((0, 1), (1, 90)): {'bw': 18}, ((0, 1), (90, 55)): {'bw': 18}}",51.0,33.0,30.0,15.0,18.0,15.0,18.0,15.0,36.0,18.0,0.6470588235294118,29386.480983293422,19014.781812719273,372.83885907292694,Success,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {0: {'cpu': -82}, 1: {'cpu': -95}}, 'link_level': {(0, 1): {'bw': -33}}, 'path_level': {(0, 1): {}}}","{'node_level': {0: {'cpu': 0}, 1: {'cpu': 0}}, 'link_level': {(0, 1): {'bw': 0}}, 'path_level': {(0, 1): {}}}",[],-inf,-inf,True,True,False,0,[],2.0,1.0
3,3,3,593.0,1051.0,50638.49332371021,81596.98625733683,0.5642245480494766,0.6205926915487889,13,2,1,67.0,42164,7371,34793,0.0228025984356357,0.024641175151379202,2,17.332351731134203,67.0,5,6,True,"{3: 48, 1: 55, 2: 85, 4: 24, 0: 28}","{(0, 1): [(28, 87), (87, 75), (75, 55)], (0, 3): [(28, 87), (87, 48)], (1, 3): [(55, 63), (63, 48)], (1, 4): [(55, 95), (95, 24)], (2, 4): [(85, 2), (2, 28), (28, 24)], (3, 4): [(48, 76), (76, 24)]}","{(3, 48): {'cpu': 20}, (1, 55): {'cpu': 19}, (2, 85): {'cpu': 12}, (4, 24): {'cpu': 2}, (0, 28): {'cpu': 1}}","{((0, 1), (28, 87)): {'bw': 25}, ((0, 1), (87, 75)): {'bw': 25}, ((0, 1), (75, 55)): {'bw': 25}, ((0, 3), (28, 87)): {'bw': 42}, ((0, 3), (87, 48)): {'bw': 42}, ((1, 3), (55, 63)): {'bw': 30}, ((1, 3), (63, 48)): {'bw': 30}, ((1, 4), (55, 95)): {'bw': 28}, ((1, 4), (95, 24)): {'bw': 28}, ((2, 4), (85, 2)): {'bw': 41}, ((2, 4), (2, 28)): {'bw': 41}, ((2, 4), (28, 24)): {'bw': 41}, ((3, 4), (48, 76)): {'bw': 17}, ((3, 4), (76, 24)): {'bw': 17}}",486.0,237.0,108.0,54.0,183.0,54.0,183.0,54.0,432.0,249.0,0.4876543209876543,8423.522941331223,4107.767360278806,8.452196214565445,Success,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {3: {'cpu': -75}, 1: {'cpu': -76}, 2: {'cpu': -83}, 4: {'cpu': -92}, 0: {'cpu': -93}}, 'link_level': {(0, 1): {'bw': -34}, (0, 3): {'bw': -13}, (1, 3): {'bw': -39}, (1, 4): {'bw': -32}, (2, 4): {'bw': -14}, (3, 4): {'bw': -49}}, 'path_level': {(0, 1): {}, (0, 3): {}, (1, 3): {}, (1, 4): {}, (2, 4): {}, (3, 4): {}}}","{'node_level': {3: {'cpu': 0}, 1: {'cpu': 0}, 2: {'cpu': 0}, 4: {'cpu': 0}, 0: {'cpu': 0}}, 'link_level': {(0, 1): {'bw': 0}, (0, 3): {'bw': 0}, (1, 3): {'bw': 0}, (1, 4): {'bw': 0}, (2, 4): {'bw': 0}, (3, 4): {'bw': 0}}, 'path_level': {(0, 1): {}, (0, 3): {}, (1, 3): {}, (1, 4): {}, (2, 4): {}, (3, 4): {}}}",[],-inf,-inf,True,True,False,0,[],5.0,6.0
3,3,2,593.0,1051.0,50638.49332371021,81596.98625733683,0.5642245480494766,0.6205926915487889,13,3,0,84.3323517311342,42650,7425,35225,0.01564364311281985,0.0125308365104283,2,17.332351731134203,67.0,5,6,False,{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leave Event,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],,
4,4,3,779.0,1417.0,251948.8194665247,477723.75705448794,0.5497529992942837,0.5273943691223798,13,4,1,85.0,42284,7367,34917,0.023332891422510937,0.021165059430365507,3,1082.3135814129812,85.0,5,5,True,"{3: 48, 0: 55, 1: 85, 4: 24, 2: 28}","{(0, 2): [(55, 75), (75, 87), (87, 28)], (0, 4): [(55, 95), (95, 24)], (1, 4): [(85, 2), (2, 28), (28, 24)], (2, 3): [(28, 87), (87, 48)], (2, 4): [(28, 36), (36, 24)]}","{(3, 48): {'cpu': 20}, (0, 55): {'cpu': 14}, (1, 85): {'cpu': 13}, (4, 24): {'cpu': 10}, (2, 28): {'cpu': 1}}","{((0, 2), (55, 75)): {'bw': 3}, ((0, 2), (75, 87)): {'bw': 3}, ((0, 2), (87, 28)): {'bw': 3}, ((0, 4), (55, 95)): {'bw': 31}, ((0, 4), (95, 24)): {'bw': 31}, ((1, 4), (85, 2)): {'bw': 49}, ((1, 4), (2, 28)): {'bw': 49}, ((1, 4), (28, 24)): {'bw': 49}, ((2, 3), (28, 87)): {'bw': 32}, ((2, 3), (87, 48)): {'bw': 32}, ((2, 4), (28, 36)): {'bw': 13}, ((2, 4), (36, 24)): {'bw': 13}}",366.0,186.0,116.0,58.0,128.0,58.0,128.0,58.0,308.0,180.0,0.5081967213114754,396126.77079715114,201310.3261428145,550.0282135049576,Success,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {3: {'cpu': -75}, 0: {'cpu': -81}, 1: {'cpu': -82}, 4: {'cpu': -84}, 2: {'cpu': -93}}, 'link_level': {(0, 2): {'bw': -56}, (0, 4): {'bw': -29}, (1, 4): {'bw': -6}, (2, 3): {'bw': -38}, (2, 4): {'bw': -40}}, 'path_level': {(0, 2): {}, (0, 4): {}, (1, 4): {}, (2, 3): {}, (2, 4): {}}}","{'node_level': {3: {'cpu': 0}, 0: {'cpu': 0}, 1: {'cpu': 0}, 4: {'cpu': 0}, 2: {'cpu': 0}}, 'link_level': {(0, 2): {'bw': 0}, (0, 4): {'bw': 0}, (1, 4): {'bw': 0}, (2, 3): {'bw': 0}, (2, 4): {'bw': 0}}, 'path_level': {(0, 2): {}, (0, 4): {}, (1, 4): {}, (2, 3): {}, (2, 4): {}}}",[],-inf,-inf,True,True,False,0,[],5.0,5.0
5,5,4,1193.0,2326.0,637669.718569603,1324632.6876938555,0.5128976784178848,0.48139361537255004,20,5,1,101.0,41375,7279,34096,0.03499933713376635,0.04418030948643192,4,931.6929930026046,101.0,9,10,True,"{4: 39, 0: 87, 3: 28, 5: 38, 6: 3, 7: 79, 1: 34, 8: 35, 2: 33}","{(0, 2): [(87, 6), (6, 11), (11, 33)], (1, 4): [(34, 12), (12, 39)], (1, 6): [(34, 93), (93, 8), (8, 3)], (1, 8): [(34, 5), (5, 81), (81, 35)], (2, 3): [(33, 13), (13, 1), (1, 28)], (2, 4): [(33, 90), (90, 39)], (2, 7): [(33, 11), (11, 23), (23, 79)], (2, 8): [(33, 83), (83, 35)], (4, 7): [(39, 31), (31, 79)], (5, 6): [(38, 5), (5, 37), (37, 3)]}","{(4, 39): {'cpu': 20}, (0, 87): {'cpu': 17}, (3, 28): {'cpu': 14}, (5, 38): {'cpu': 11}, (6, 3): {'cpu': 9}, (7, 79): {'cpu': 9}, (1, 34): {'cpu': 7}, (8, 35): {'cpu': 1}, (2, 33): {'cpu': 0}}","{((0, 2), (87, 6)): {'bw': 26}, ((0, 2), (6, 11)): {'bw': 26}, ((0, 2), (11, 33)): {'bw': 26}, ((1, 4), (34, 12)): {'bw': 41}, ((1, 4), (12, 39)): {'bw': 41}, ((1, 6), (34, 93)): {'bw': 47}, ((1, 6), (93, 8)): {'bw': 47}, ((1, 6), (8, 3)): {'bw': 47}, ((1, 8), (34, 5)): {'bw': 31}, ((1, 8), (5, 81)): {'bw': 31}, ((1, 8), (81, 35)): {'bw': 31}, ((2, 3), (33, 13)): {'bw': 40}, ((2, 3), (13, 1)): {'bw': 40}, ((2, 3), (1, 28)): {'bw': 40}, ((2, 4), (33, 90)): {'bw': 31}, ((2, 4), (90, 39)): {'bw': 31}, ((2, 7), (33, 11)): {'bw': 8}, ((2, 7), (11, 23)): {'bw': 8}, ((2, 7), (23, 79)): {'bw': 8}, ((2, 8), (33, 83)): {'bw': 49}, ((2, 8), (83, 35)): {'bw': 49}, ((4, 7), (39, 31)): {'bw': 36}, ((4, 7), (31, 79)): {'bw': 36}, ((5, 6), (38, 5)): {'bw': 17}, ((5, 6), (5, 37)): {'bw': 17}, ((5, 6), (37, 3)): {'bw': 17}}",909.0,414.0,176.0,88.0,326.0,88.0,326.0,88.0,821.0,495.0,0.45544554455445546,846908.9306393676,385720.8991030783,424.3354225556417,Success,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {4: {'cpu': -74}, 0: {'cpu': -77}, 3: {'cpu': -79}, 5: {'cpu': -81}, 6: {'cpu': -82}, 7: {'cpu': -82}, 1: {'cpu': -83}, 8: {'cpu': -89}, 2: {'cpu': -89}}, 'link_level': {(0, 2): {'bw': 0}, (1, 4): {'bw': -7}, (1, 6): {'bw': -20}, (1, 8): {'bw': -36}, (2, 3): {'bw': -14}, (2, 4): {'bw': -37}, (2, 7): {'bw': -41}, (2, 8): {'bw': -32}, (4, 7): {'bw': -20}, (5, 6): {'bw': -49}}, 'path_level': {(0, 2): {}, (1, 4): {}, (1, 6): {}, (1, 8): {}, (2, 3): {}, (2, 4): {}, (2, 7): {}, (2, 8): {}, (4, 7): {}, (5, 6): {}}}","{'node_level': {4: {'cpu': 0}, 0: {'cpu': 0}, 3: {'cpu': 0}, 5: {'cpu': 0}, 6: {'cpu': 0}, 7: {'cpu': 0}, 1: {'cpu': 0}, 8: {'cpu': 0}, 2: {'cpu': 0}}, 'link_level': {(0, 2): {'bw': 0}, (1, 4): {'bw': 0}, (1, 6): {'bw': 0}, (1, 8): {'bw': 0}, (2, 3): {'bw': 0}, (2, 4): {'bw': 0}, (2, 7): {'bw': 0}, (2, 8): {'bw': 0}, (4, 7): {'bw': 0}, (5, 6): {'bw': 0}}, 'path_level': {(0, 2): {}, (1, 4): {}, (1, 6): {}, (1, 8): {}, (2, 3): {}, (2, 4): {}, (2, 7): {}, (2, 8): {}, (4, 7): {}, (5, 6): {}}}",[],-inf,-inf,True,True,False,0,[],9.0,10.0
5,5,3,1193.0,2326.0,637669.718569603,1324632.6876938555,0.5128976784178848,0.48139361537255004,20,6,0,102.18868158115211,41889,7382,34507,0.021344292721728775,0.03265866786274951,0,85.18868158115211,17.0,7,8,False,{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leave Event,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[],,
6,6,4,1411.0,2782.0,715453.3335225646,1487336.029063353,0.5071890726096333,0.48103005611524113,20,7,1,115.0,41433,7333,34100,0.0278403818109505,0.04406817672123797,5,356.8055731787226,115.0,5,6,True,"{2: 6, 1: 49, 3: 4, 4: 41, 0: 98}","{(0, 2): [(98, 25), (25, 6)], (0, 4): [(98, 47), (47, 41)], (1, 2): [(49, 27), (27, 93), (93, 6)], (1, 4): [(49, 88), (88, 41)], (2, 4): [(6, 37), (37, 41)], (3, 4): [(4, 29), (29, 16), (16, 41)]}","{(2, 6): {'cpu': 20}, (1, 49): {'cpu': 16}, (3, 4): {'cpu': 8}, (4, 41): {'cpu': 4}, (0, 98): {'cpu': 1}}","{((0, 2), (98, 25)): {'bw': 29}, ((0, 2), (25, 6)): {'bw': 29}, ((0, 4), (98, 47)): {'bw': 43}, ((0, 4), (47, 41)): {'bw': 43}, ((1, 2), (49, 27)): {'bw': 44}, ((1, 2), (27, 93)): {'bw': 44}, ((1, 2), (93, 6)): {'bw': 44}, ((1, 4), (49, 88)): {'bw': 15}, ((1, 4), (88, 41)): {'bw': 15}, ((2, 4), (6, 37)): {'bw': 13}, ((2, 4), (37, 41)): {'bw': 13}, ((3, 4), (4, 29)): {'bw': 25}, ((3, 4), (29, 16)): {'bw': 25}, ((3, 4), (16, 41)): {'bw': 25}}",456.0,218.0,98.0,49.0,169.0,49.0,169.0,49.0,407.0,238.0,0.4780701754385965,162703.34136949753,77783.61495296154,170.5781029670209,Success,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {2: {'cpu': -80}, 1: {'cpu': -83}, 3: {'cpu': -90}, 4: {'cpu': -94}, 0: {'cpu': -97}}, 'link_level': {(0, 2): {'bw': -27}, (0, 4): {'bw': -43}, (1, 2): {'bw': -17}, (1, 4): {'bw': -64}, (2, 4): {'bw': -83}, (3, 4): {'bw': -37}}, 'path_level': {(0, 2): {}, (0, 4): {}, (1, 2): {}, (1, 4): {}, (2, 4): {}, (3, 4): {}}}","{'node_level': {2: {'cpu': 0}, 1: {'cpu': 0}, 3: {'cpu': 0}, 4: {'cpu': 0}, 0: {'cpu': 0}}, 'link_level': {(0, 2): {'bw': 0}, (0, 4): {'bw': 0}, (1, 2): {'bw': 0}, (1, 4): {'bw': 0}, (2, 4): {'bw': 0}, (3, 4): {'bw': 0}}, 'path_level': {(0, 2): {}, (0, 4): {}, (1, 2): {}, (1, 4): {}, (2, 4): {}, (3, 4): {}}}",[],-inf,-inf,True,True,False,0,[],5.0,6.0
7,7,5,1689.0,3334.0,734441.9645554128,1525040.0734163467,0.5065986802639472,0.4815886332154794,20,8,1,139.0,40881,7266,33615,0.03672278934111095,0.057664274501009194,6,68.30442817571294,139.0,7,9,True,"{2: 23, 1: 98, 4: 41, 3: 4, 0: 34, 5: 33, 6: 35}","{(0, 2): [(34, 37), (37, 25), (25, 23)], (1, 2): [(98, 25), (25, 23)], (1, 6): [(98, 21), (21, 35)], (2, 3): [(23, 79), (79, 4)], (2, 5): [(23, 11), (11, 33)], (2, 6): [(23, 57), (57, 35)], (3, 5): [(4, 90), (90, 33)], (3, 6): [(4, 64), (64, 35)], (4, 5): [(41, 89), (89, 68), (68, 33)]}","{(2, 23): {'cpu': 18}, (1, 98): {'cpu': 16}, (4, 41): {'cpu': 14}, (3, 4): {'cpu': 11}, (0, 34): {'cpu': 5}, (5, 33): {'cpu': 2}, (6, 35): {'cpu': 1}}","{((0, 2), (34, 37)): {'bw': 28}, ((0, 2), (37, 25)): {'bw': 28}, ((0, 2), (25, 23)): {'bw': 28}, ((1, 2), (98, 25)): {'bw': 26}, ((1, 2), (25, 23)): {'bw': 26}, ((1, 6), (98, 21)): {'bw': 41}, ((1, 6), (21, 35)): {'bw': 41}, ((2, 3), (23, 79)): {'bw': 1}, ((2, 3), (79, 4)): {'bw': 1}, ((2, 5), (23, 11)): {'bw': 26}, ((2, 5), (11, 33)): {'bw': 26}, ((2, 6), (23, 57)): {'bw': 8}, ((2, 6), (57, 35)): {'bw': 8}, ((3, 5), (4, 90)): {'bw': 19}, ((3, 5), (90, 33)): {'bw': 19}, ((3, 6), (4, 64)): {'bw': 27}, ((3, 6), (64, 35)): {'bw': 27}, ((4, 5), (41, 89)): {'bw': 35}, ((4, 5), (89, 68)): {'bw': 35}, ((4, 5), (68, 33)): {'bw': 35}}",552.0,278.0,134.0,67.0,211.0,67.0,211.0,67.0,485.0,274.0,0.5036231884057971,37704.044352993544,18988.6310328482,34.399693900087314,Success,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {2: {'cpu': -79}, 1: {'cpu': -81}, 4: {'cpu': -80}, 3: {'cpu': -79}, 0: {'cpu': -85}, 5: {'cpu': -87}, 6: {'cpu': -88}}, 'link_level': {(0, 2): {'bw': -25}, (1, 2): {'bw': -9}, (1, 6): {'bw': -14}, (2, 3): {'bw': -44}, (2, 5): {'bw': -30}, (2, 6): {'bw': -45}, (3, 5): {'bw': -18}, (3, 6): {'bw': -25}, (4, 5): {'bw': -15}}, 'path_level': {(0, 2): {}, (1, 2): {}, (1, 6): {}, (2, 3): {}, (2, 5): {}, (2, 6): {}, (3, 5): {}, (3, 6): {}, (4, 5): {}}}","{'node_level': {2: {'cpu': 0}, 1: {'cpu': 0}, 4: {'cpu': 0}, 3: {'cpu': 0}, 0: {'cpu': 0}, 5: {'cpu': 0}, 6: {'cpu': 0}}, 'link_level': {(0, 2): {'bw': 0}, (1, 2): {'bw': 0}, (1, 6): {'bw': 0}, (2, 3): {'bw': 0}, (2, 5): {'bw': 0}, (2, 6): {'bw': 0}, (3, 5): {'bw': 0}, (3, 6): {'bw': 0}, (4, 5): {'bw': 0}}, 'path_level': {(0, 2): {}, (1, 2): {}, (1, 6): {}, (2, 3): {}, (2, 5): {}, (2, 6): {}, (3, 5): {}, (3, 6): {}, (4, 5): {}}}",[],-inf,-inf,True,True,False,0,[],7.0,9.0
8,8,6,1862.0,3703.0,818473.9439750205,1704275.9139125044,0.502835538752363,0.4802473222167711,23,9,1,167.0,40512,7218,33294,0.04308630518361389,0.06666292890782688,7,485.73398508443836,167.0,4,5,True,"{1: 40, 0: 35, 3: 59, 2: 19}","{(0, 1): [(35, 57), (57, 61), (61, 40)], (0, 2): [(35, 1), (1, 8), (8, 19)], (0, 3): [(35, 17), (17, 59)], (1, 2): [(40, 62), (62, 19)], (1, 3): [(40, 18), (18, 21), (21, 59)]}","{(1, 40): {'cpu': 20}, (0, 35): {'cpu': 12}, (3, 59): {'cpu': 12}, (2, 19): {'cpu': 4}}","{((0, 1), (35, 57)): {'bw': 42}, ((0, 1), (57, 61)): {'bw': 42}, ((0, 1), (61, 40)): {'bw': 42}, ((0, 2), (35, 1)): {'bw': 28}, ((0, 2), (1, 8)): {'bw': 28}, ((0, 2), (8, 19)): {'bw': 28}, ((0, 3), (35, 17)): {'bw': 50}, ((0, 3), (17, 59)): {'bw': 50}, ((1, 2), (40, 62)): {'bw': 4}, ((1, 2), (62, 19)): {'bw': 4}, ((1, 3), (40, 18)): {'bw': 1}, ((1, 3), (18, 21)): {'bw': 1}, ((1, 3), (21, 59)): {'bw': 1}}",369.0,173.0,96.0,48.0,125.0,48.0,125.0,48.0,321.0,196.0,0.46883468834688347,179235.84049615776,84031.97941960783,227.7289415165524,Success,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {1: {'cpu': -69}, 0: {'cpu': -76}, 3: {'cpu': -76}, 2: {'cpu': -83}}, 'link_level': {(0, 1): {'bw': -3}, (0, 2): {'bw': -46}, (0, 3): {'bw': -3}, (1, 2): {'bw': -61}, (1, 3): {'bw': -52}}, 'path_level': {(0, 1): {}, (0, 2): {}, (0, 3): {}, (1, 2): {}, (1, 3): {}}}","{'node_level': {1: {'cpu': 0}, 0: {'cpu': 0}, 3: {'cpu': 0}, 2: {'cpu': 0}}, 'link_level': {(0, 1): {'bw': 0}, (0, 2): {'bw': 0}, (0, 3): {'bw': 0}, (1, 2): {'bw': 0}, (1, 3): {'bw': 0}}, 'path_level': {(0, 1): {}, (0, 2): {}, (0, 3): {}, (1, 2): {}, (1, 3): {}}}",[],-inf,-inf,True,True,False,0,[],4.0,5.0
