v_net_count,success_count,inservice_count,total_revenue,total_cost,total_time_revenue,total_time_cost,long_term_r2c_ratio,long_term_time_r2c_ratio,num_running_p_net_nodes,event_id,event_type,event_time,p_net_available_resource,p_net_node_available_resource,p_net_link_available_resource,p_net_node_resource_utilization,p_net_link_resource_utilization,v_net_id,v_net_lifetime,v_net_arrival_time,v_net_num_nodes,v_net_num_egdes,result,node_slots,link_paths,node_slots_info,link_paths_info,v_net_cost,v_net_revenue,v_net_demand,v_net_node_demand,v_net_link_demand,v_net_node_revenue,v_net_link_revenue,v_net_node_cost,v_net_link_cost,v_net_path_cost,v_net_r2c_ratio,v_net_time_cost,v_net_time_revenue,v_net_time_rc_ratio,description,v_net_total_hard_constraint_violation,v_net_single_step_constraint_offset,v_net_constraint_offsets,v_net_constraint_violations,v_net_single_step_violation_list,v_net_single_step_hard_constraint_offset,v_net_max_single_step_hard_constraint_violation,place_result,route_result,early_rejection,revoke_times,selected_actions,num_placed_nodes,num_routed_links
1,1,1,323.0,569.0,27515.94415071213,48472.35981967555,0.5676625659050967,0.5676625659050967,7,0,1,17.0,41740,7382,34358,0.013760855043420173,0.013381575924649614,0,85.18868158115211,17.0,7,8,True,"{6: 9, 2: 92, 1: 18, 3: 39, 4: 57, 5: 69, 0: 64}","{(0, 3): [(64, 0), (0, 29), (29, 98), (98, 39)], (0, 4): [(64, 57)], (0, 6): [(64, 43), (43, 9)], (1, 3): [(18, 46), (46, 71), (71, 39)], (1, 4): [(18, 87), (87, 57)], (2, 4): [(92, 19), (19, 57)], (3, 4): [(39, 98), (98, 29), (29, 0), (0, 57)], (5, 6): [(69, 9)]}","{(6, 9): {'cpu': 20}, (2, 92): {'cpu': 18}, (1, 18): {'cpu': 16}, (3, 39): {'cpu': 14}, (4, 57): {'cpu': 14}, (5, 69): {'cpu': 14}, (0, 64): {'cpu': 7}}","{((0, 3), (64, 0)): {'bw': 35}, ((0, 3), (0, 29)): {'bw': 35}, ((0, 3), (29, 98)): {'bw': 35}, ((0, 3), (98, 39)): {'bw': 35}, ((0, 4), (64, 57)): {'bw': 48}, ((0, 6), (64, 43)): {'bw': 30}, ((0, 6), (43, 9)): {'bw': 30}, ((1, 3), (18, 46)): {'bw': 3}, ((1, 3), (46, 71)): {'bw': 3}, ((1, 3), (71, 39)): {'bw': 3}, ((1, 4), (18, 87)): {'bw': 10}, ((1, 4), (87, 57)): {'bw': 10}, ((2, 4), (92, 19)): {'bw': 32}, ((2, 4), (19, 57)): {'bw': 32}, ((3, 4), (39, 98)): {'bw': 21}, ((3, 4), (98, 29)): {'bw': 21}, ((3, 4), (29, 0)): {'bw': 21}, ((3, 4), (0, 57)): {'bw': 21}, ((5, 6), (69, 9)): {'bw': 41}}",569.0,323.0,206.0,103.0,220,103.0,220,103.0,466,246,0.5676625659050967,48472.35981967555,27515.94415071213,48.358425572429056,Success,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {6: {'cpu': -80}, 2: {'cpu': -82}, 1: {'cpu': -82}, 3: {'cpu': -84}, 4: {'cpu': -84}, 5: {'cpu': -83}, 0: {'cpu': -89}}, 'link_level': {(0, 3): {'bw': -22}, (0, 4): {'bw': -8}, (0, 6): {'bw': -44}, (1, 3): {'bw': -59}, (1, 4): {'bw': -65}, (2, 4): {'bw': -25}, (3, 4): {'bw': -1}, (5, 6): {'bw': -20}}, 'path_level': {(0, 3): {}, (0, 4): {}, (0, 6): {}, (1, 3): {}, (1, 4): {}, (2, 4): {}, (3, 4): {}, (5, 6): {}}}","{'node_level': {6: {'cpu': 0}, 2: {'cpu': 0}, 1: {'cpu': 0}, 3: {'cpu': 0}, 4: {'cpu': 0}, 5: {'cpu': 0}, 0: {'cpu': 0}}, 'link_level': {(0, 3): {'bw': 0}, (0, 4): {'bw': 0}, (0, 6): {'bw': 0}, (1, 3): {'bw': 0}, (1, 4): {'bw': 0}, (2, 4): {'bw': 0}, (3, 4): {'bw': 0}, (5, 6): {'bw': 0}}, 'path_level': {(0, 3): {}, (0, 4): {}, (0, 6): {}, (1, 3): {}, (1, 4): {}, (2, 4): {}, (3, 4): {}, (5, 6): {}}}",[],-inf,-inf,True,True,False,0,[],7,8
2,2,2,356.0,620.0,46530.7259634314,77858.84080296897,0.5741935483870968,0.5976293184377471,9,1,1,42.0,41689,7367,34322,0.01576486305945224,0.014415345738571061,1,576.2055094763416,42.0,2,1,True,"{0: 88, 1: 5}","{(0, 1): [(88, 45), (45, 5)]}","{(0, 88): {'cpu': 14}, (1, 5): {'cpu': 1}}","{((0, 1), (88, 45)): {'bw': 18}, ((0, 1), (45, 5)): {'bw': 18}}",51.0,33.0,30.0,15.0,18,15.0,18,15.0,36,18,0.6470588235294118,29386.480983293422,19014.781812719273,372.83885907292694,Success,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {0: {'cpu': -82}, 1: {'cpu': -94}}, 'link_level': {(0, 1): {'bw': -73}}, 'path_level': {(0, 1): {}}}","{'node_level': {0: {'cpu': 0}, 1: {'cpu': 0}}, 'link_level': {(0, 1): {'bw': 0}}, 'path_level': {(0, 1): {}}}",[],-inf,-inf,True,True,False,0,[],2,1
3,3,3,593.0,1148.0,50638.49332371021,87010.32251700784,0.5165505226480837,0.5819825953847251,13,2,1,67.0,41161,7313,33848,0.022979291917167632,0.028026648288536626,2,17.332351731134203,67.0,5,6,True,"{3: 27, 1: 51, 2: 5, 4: 31, 0: 83}","{(0, 1): [(83, 27), (27, 53), (53, 51)], (0, 3): [(83, 30), (30, 98), (98, 27)], (1, 3): [(51, 53), (53, 27)], (1, 4): [(51, 13), (13, 31)], (2, 4): [(5, 46), (46, 77), (77, 31)], (3, 4): [(27, 21), (21, 31)]}","{(3, 27): {'cpu': 20}, (1, 51): {'cpu': 19}, (2, 5): {'cpu': 12}, (4, 31): {'cpu': 2}, (0, 83): {'cpu': 1}}","{((0, 1), (83, 27)): {'bw': 25}, ((0, 1), (27, 53)): {'bw': 25}, ((0, 1), (53, 51)): {'bw': 25}, ((0, 3), (83, 30)): {'bw': 42}, ((0, 3), (30, 98)): {'bw': 42}, ((0, 3), (98, 27)): {'bw': 42}, ((1, 3), (51, 53)): {'bw': 30}, ((1, 3), (53, 27)): {'bw': 30}, ((1, 4), (51, 13)): {'bw': 28}, ((1, 4), (13, 31)): {'bw': 28}, ((2, 4), (5, 46)): {'bw': 41}, ((2, 4), (46, 77)): {'bw': 41}, ((2, 4), (77, 31)): {'bw': 41}, ((3, 4), (27, 21)): {'bw': 17}, ((3, 4), (21, 31)): {'bw': 17}}",528.0,237.0,108.0,54.0,183,54.0,183,54.0,474,291,0.44886363636363635,9151.481714038859,4107.767360278806,7.7798624247704655,Success,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {3: {'cpu': -75}, 1: {'cpu': -76}, 2: {'cpu': -82}, 4: {'cpu': -92}, 0: {'cpu': -93}}, 'link_level': {(0, 1): {'bw': -26}, (0, 3): {'bw': -8}, (1, 3): {'bw': -8}, (1, 4): {'bw': -42}, (2, 4): {'bw': -25}, (3, 4): {'bw': -44}}, 'path_level': {(0, 1): {}, (0, 3): {}, (1, 3): {}, (1, 4): {}, (2, 4): {}, (3, 4): {}}}","{'node_level': {3: {'cpu': 0}, 1: {'cpu': 0}, 2: {'cpu': 0}, 4: {'cpu': 0}, 0: {'cpu': 0}}, 'link_level': {(0, 1): {'bw': 0}, (0, 3): {'bw': 0}, (1, 3): {'bw': 0}, (1, 4): {'bw': 0}, (2, 4): {'bw': 0}, (3, 4): {'bw': 0}}, 'path_level': {(0, 1): {}, (0, 3): {}, (1, 3): {}, (1, 4): {}, (2, 4): {}, (3, 4): {}}}",[],-inf,-inf,True,True,False,0,[],5,6
3,3,2,593.0,1148.0,50638.49332371021,87010.32251700784,0.5165505226480837,0.5819825953847251,13,3,0,84.3323517311342,41689,7367,34322,0.01576486305945224,0.014415345738571061,2,17.332351731134203,67.0,5,6,False,{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leave Event,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[]
4,4,3,779.0,1495.0,251948.8194665247,462573.1352673123,0.5210702341137123,0.5446680757215359,13,4,1,85.0,41342,7309,34033,0.023513694054776213,0.022714220078107084,3,1082.3135814129812,85.0,5,5,True,"{3: 27, 0: 51, 1: 5, 4: 31, 2: 83}","{(0, 2): [(51, 53), (53, 27), (27, 83)], (0, 4): [(51, 13), (13, 31)], (1, 4): [(5, 46), (46, 77), (77, 31)], (2, 3): [(83, 27)], (2, 4): [(83, 27), (27, 21), (21, 31)]}","{(3, 27): {'cpu': 20}, (0, 51): {'cpu': 14}, (1, 5): {'cpu': 13}, (4, 31): {'cpu': 10}, (2, 83): {'cpu': 1}}","{((0, 2), (51, 53)): {'bw': 3}, ((0, 2), (53, 27)): {'bw': 3}, ((0, 2), (27, 83)): {'bw': 3}, ((0, 4), (51, 13)): {'bw': 31}, ((0, 4), (13, 31)): {'bw': 31}, ((1, 4), (5, 46)): {'bw': 49}, ((1, 4), (46, 77)): {'bw': 49}, ((1, 4), (77, 31)): {'bw': 49}, ((2, 3), (83, 27)): {'bw': 32}, ((2, 4), (83, 27)): {'bw': 13}, ((2, 4), (27, 21)): {'bw': 13}, ((2, 4), (21, 31)): {'bw': 13}}",347.0,186.0,116.0,58.0,128,58.0,128,58.0,289,161,0.5360230547550432,375562.81275030447,201310.3261428145,580.1450321118573,Success,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {3: {'cpu': -75}, 0: {'cpu': -81}, 1: {'cpu': -81}, 4: {'cpu': -84}, 2: {'cpu': -93}}, 'link_level': {(0, 2): {'bw': -48}, (0, 4): {'bw': -39}, (1, 4): {'bw': -17}, (2, 3): {'bw': -16}, (2, 4): {'bw': -3}}, 'path_level': {(0, 2): {}, (0, 4): {}, (1, 4): {}, (2, 3): {}, (2, 4): {}}}","{'node_level': {3: {'cpu': 0}, 0: {'cpu': 0}, 1: {'cpu': 0}, 4: {'cpu': 0}, 2: {'cpu': 0}}, 'link_level': {(0, 2): {'bw': 0}, (0, 4): {'bw': 0}, (1, 4): {'bw': 0}, (2, 3): {'bw': 0}, (2, 4): {'bw': 0}}, 'path_level': {(0, 2): {}, (0, 4): {}, (1, 4): {}, (2, 3): {}, (2, 4): {}}}",[],-inf,-inf,True,True,False,0,[],5,5
5,5,4,1193.0,2332.0,637669.718569603,1242400.1704104925,0.5115780445969125,0.5132563032077783,21,5,1,101.0,40505,7221,33284,0.03527054108216432,0.044222375373305756,4,931.6929930026046,101.0,9,10,True,"{4: 22, 0: 44, 3: 83, 5: 16, 6: 45, 7: 76, 1: 36, 8: 43, 2: 52}","{(0, 2): [(44, 12), (12, 21), (21, 52)], (1, 4): [(36, 66), (66, 22)], (1, 6): [(36, 71), (71, 45)], (1, 8): [(36, 1), (1, 3), (3, 43)], (2, 3): [(52, 21), (21, 48), (48, 83)], (2, 4): [(52, 50), (50, 22)], (2, 7): [(52, 50), (50, 76)], (2, 8): [(52, 64), (64, 43)], (4, 7): [(22, 46), (46, 76)], (5, 6): [(16, 67), (67, 45)]}","{(4, 22): {'cpu': 20}, (0, 44): {'cpu': 17}, (3, 83): {'cpu': 14}, (5, 16): {'cpu': 11}, (6, 45): {'cpu': 9}, (7, 76): {'cpu': 9}, (1, 36): {'cpu': 7}, (8, 43): {'cpu': 1}, (2, 52): {'cpu': 0}}","{((0, 2), (44, 12)): {'bw': 26}, ((0, 2), (12, 21)): {'bw': 26}, ((0, 2), (21, 52)): {'bw': 26}, ((1, 4), (36, 66)): {'bw': 41}, ((1, 4), (66, 22)): {'bw': 41}, ((1, 6), (36, 71)): {'bw': 47}, ((1, 6), (71, 45)): {'bw': 47}, ((1, 8), (36, 1)): {'bw': 31}, ((1, 8), (1, 3)): {'bw': 31}, ((1, 8), (3, 43)): {'bw': 31}, ((2, 3), (52, 21)): {'bw': 40}, ((2, 3), (21, 48)): {'bw': 40}, ((2, 3), (48, 83)): {'bw': 40}, ((2, 4), (52, 50)): {'bw': 31}, ((2, 4), (50, 22)): {'bw': 31}, ((2, 7), (52, 50)): {'bw': 8}, ((2, 7), (50, 76)): {'bw': 8}, ((2, 8), (52, 64)): {'bw': 49}, ((2, 8), (64, 43)): {'bw': 49}, ((4, 7), (22, 46)): {'bw': 36}, ((4, 7), (46, 76)): {'bw': 36}, ((5, 6), (16, 67)): {'bw': 17}, ((5, 6), (67, 45)): {'bw': 17}}",837.0,414.0,176.0,88.0,326,88.0,326,88.0,749,423,0.4946236559139785,779827.03514318,385720.8991030783,460.83739438838506,Success,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {4: {'cpu': -73}, 0: {'cpu': -76}, 3: {'cpu': -79}, 5: {'cpu': -81}, 6: {'cpu': -83}, 7: {'cpu': -83}, 1: {'cpu': -83}, 8: {'cpu': -89}, 2: {'cpu': -90}}, 'link_level': {(0, 2): {'bw': -45}, (1, 4): {'bw': -12}, (1, 6): {'bw': -34}, (1, 8): {'bw': -33}, (2, 3): {'bw': -9}, (2, 4): {'bw': -24}, (2, 7): {'bw': -16}, (2, 8): {'bw': -6}, (4, 7): {'bw': -34}, (5, 6): {'bw': -46}}, 'path_level': {(0, 2): {}, (1, 4): {}, (1, 6): {}, (1, 8): {}, (2, 3): {}, (2, 4): {}, (2, 7): {}, (2, 8): {}, (4, 7): {}, (5, 6): {}}}","{'node_level': {4: {'cpu': 0}, 0: {'cpu': 0}, 3: {'cpu': 0}, 5: {'cpu': 0}, 6: {'cpu': 0}, 7: {'cpu': 0}, 1: {'cpu': 0}, 8: {'cpu': 0}, 2: {'cpu': 0}}, 'link_level': {(0, 2): {'bw': 0}, (1, 4): {'bw': 0}, (1, 6): {'bw': 0}, (1, 8): {'bw': 0}, (2, 3): {'bw': 0}, (2, 4): {'bw': 0}, (2, 7): {'bw': 0}, (2, 8): {'bw': 0}, (4, 7): {'bw': 0}, (5, 6): {'bw': 0}}, 'path_level': {(0, 2): {}, (1, 4): {}, (1, 6): {}, (1, 8): {}, (2, 3): {}, (2, 4): {}, (2, 7): {}, (2, 8): {}, (4, 7): {}, (5, 6): {}}}",[],-inf,-inf,True,True,False,0,[],9,10
5,5,3,1193.0,2332.0,637669.718569603,1242400.1704104925,0.5115780445969125,0.5132563032077783,21,6,0,102.18868158115211,41074,7324,33750,0.021509686038744147,0.030840799448656142,0,85.18868158115211,17.0,7,8,False,{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leave Event,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {}, 'link_level': {}, 'path_level': {}}",[],-inf,-inf,True,True,False,0,[]
6,6,4,1411.0,2873.0,715453.3335225646,1435431.9855001813,0.4911242603550296,0.4984237085069986,21,7,1,115.0,40533,7275,33258,0.028056112224448926,0.044968986905582375,5,356.8055731787226,115.0,5,6,True,"{2: 9, 1: 92, 3: 18, 4: 39, 0: 57}","{(0, 2): [(57, 19), (19, 9)], (0, 4): [(57, 0), (0, 29), (29, 98), (98, 39)], (1, 2): [(92, 19), (19, 9)], (1, 4): [(92, 1), (1, 36), (36, 71), (71, 39)], (2, 4): [(9, 51), (51, 82), (82, 39)], (3, 4): [(18, 46), (46, 71), (71, 39)]}","{(2, 9): {'cpu': 20}, (1, 92): {'cpu': 16}, (3, 18): {'cpu': 8}, (4, 39): {'cpu': 4}, (0, 57): {'cpu': 1}}","{((0, 2), (57, 19)): {'bw': 29}, ((0, 2), (19, 9)): {'bw': 29}, ((0, 4), (57, 0)): {'bw': 43}, ((0, 4), (0, 29)): {'bw': 43}, ((0, 4), (29, 98)): {'bw': 43}, ((0, 4), (98, 39)): {'bw': 43}, ((1, 2), (92, 19)): {'bw': 44}, ((1, 2), (19, 9)): {'bw': 44}, ((1, 4), (92, 1)): {'bw': 15}, ((1, 4), (1, 36)): {'bw': 15}, ((1, 4), (36, 71)): {'bw': 15}, ((1, 4), (71, 39)): {'bw': 15}, ((2, 4), (9, 51)): {'bw': 13}, ((2, 4), (51, 82)): {'bw': 13}, ((2, 4), (82, 39)): {'bw': 13}, ((3, 4), (18, 46)): {'bw': 25}, ((3, 4), (46, 71)): {'bw': 25}, ((3, 4), (71, 39)): {'bw': 25}}",541.0,218.0,98.0,49.0,169,49.0,169,49.0,492,323,0.4029574861367837,193031.81508968893,77783.61495296154,143.7774768076923,Success,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {2: {'cpu': -80}, 1: {'cpu': -84}, 3: {'cpu': -90}, 4: {'cpu': -94}, 0: {'cpu': -97}}, 'link_level': {(0, 2): {'bw': -28}, (0, 4): {'bw': -14}, (1, 2): {'bw': -3}, (1, 4): {'bw': -32}, (2, 4): {'bw': -54}, (3, 4): {'bw': -37}}, 'path_level': {(0, 2): {}, (0, 4): {}, (1, 2): {}, (1, 4): {}, (2, 4): {}, (3, 4): {}}}","{'node_level': {2: {'cpu': 0}, 1: {'cpu': 0}, 3: {'cpu': 0}, 4: {'cpu': 0}, 0: {'cpu': 0}}, 'link_level': {(0, 2): {'bw': 0}, (0, 4): {'bw': 0}, (1, 2): {'bw': 0}, (1, 4): {'bw': 0}, (2, 4): {'bw': 0}, (3, 4): {'bw': 0}}, 'path_level': {(0, 2): {}, (0, 4): {}, (1, 2): {}, (1, 4): {}, (2, 4): {}, (3, 4): {}}}",[],-inf,-inf,True,True,False,0,[],5,6
7,7,5,1689.0,3513.0,734441.9645554128,1479146.8195326377,0.4807856532877882,0.49653080739305683,22,8,1,139.0,39893,7208,32685,0.037007348029392095,0.061423156443831894,6,68.30442817571294,139.0,7,9,True,"{2: 57, 1: 69, 4: 64, 3: 39, 0: 18, 5: 52, 6: 72}","{(0, 2): [(18, 87), (87, 57)], (1, 2): [(69, 55), (55, 57)], (1, 6): [(69, 90), (90, 38), (38, 72)], (2, 3): [(57, 0), (0, 29), (29, 98), (98, 39)], (2, 5): [(57, 19), (19, 52)], (2, 6): [(57, 87), (87, 72)], (3, 5): [(39, 71), (71, 75), (75, 52)], (3, 6): [(39, 71), (71, 36), (36, 38), (38, 72)], (4, 5): [(64, 0), (0, 10), (10, 52)]}","{(2, 57): {'cpu': 18}, (1, 69): {'cpu': 16}, (4, 64): {'cpu': 14}, (3, 39): {'cpu': 11}, (0, 18): {'cpu': 5}, (5, 52): {'cpu': 2}, (6, 72): {'cpu': 1}}","{((0, 2), (18, 87)): {'bw': 28}, ((0, 2), (87, 57)): {'bw': 28}, ((1, 2), (69, 55)): {'bw': 26}, ((1, 2), (55, 57)): {'bw': 26}, ((1, 6), (69, 90)): {'bw': 41}, ((1, 6), (90, 38)): {'bw': 41}, ((1, 6), (38, 72)): {'bw': 41}, ((2, 3), (57, 0)): {'bw': 1}, ((2, 3), (0, 29)): {'bw': 1}, ((2, 3), (29, 98)): {'bw': 1}, ((2, 3), (98, 39)): {'bw': 1}, ((2, 5), (57, 19)): {'bw': 26}, ((2, 5), (19, 52)): {'bw': 26}, ((2, 6), (57, 87)): {'bw': 8}, ((2, 6), (87, 72)): {'bw': 8}, ((3, 5), (39, 71)): {'bw': 19}, ((3, 5), (71, 75)): {'bw': 19}, ((3, 5), (75, 52)): {'bw': 19}, ((3, 6), (39, 71)): {'bw': 27}, ((3, 6), (71, 36)): {'bw': 27}, ((3, 6), (36, 38)): {'bw': 27}, ((3, 6), (38, 72)): {'bw': 27}, ((4, 5), (64, 0)): {'bw': 35}, ((4, 5), (0, 10)): {'bw': 35}, ((4, 5), (10, 52)): {'bw': 35}}",640.0,278.0,134.0,67.0,211,67.0,211,67.0,573,362,0.434375,43714.83403245628,18988.6310328482,29.66973598882531,Success,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {2: {'cpu': -79}, 1: {'cpu': -81}, 4: {'cpu': -82}, 3: {'cpu': -83}, 0: {'cpu': -85}, 5: {'cpu': -88}, 6: {'cpu': -89}}, 'link_level': {(0, 2): {'bw': -47}, (1, 2): {'bw': -24}, (1, 6): {'bw': -14}, (2, 3): {'bw': -13}, (2, 5): {'bw': -2}, (2, 6): {'bw': -39}, (3, 5): {'bw': -38}, (3, 6): {'bw': -5}, (4, 5): {'bw': -30}}, 'path_level': {(0, 2): {}, (1, 2): {}, (1, 6): {}, (2, 3): {}, (2, 5): {}, (2, 6): {}, (3, 5): {}, (3, 6): {}, (4, 5): {}}}","{'node_level': {2: {'cpu': 0}, 1: {'cpu': 0}, 4: {'cpu': 0}, 3: {'cpu': 0}, 0: {'cpu': 0}, 5: {'cpu': 0}, 6: {'cpu': 0}}, 'link_level': {(0, 2): {'bw': 0}, (1, 2): {'bw': 0}, (1, 6): {'bw': 0}, (2, 3): {'bw': 0}, (2, 5): {'bw': 0}, (2, 6): {'bw': 0}, (3, 5): {'bw': 0}, (3, 6): {'bw': 0}, (4, 5): {'bw': 0}}, 'path_level': {(0, 2): {}, (1, 2): {}, (1, 6): {}, (2, 3): {}, (2, 5): {}, (2, 6): {}, (3, 5): {}, (3, 6): {}, (4, 5): {}}}",[],-inf,-inf,True,True,False,0,[],7,9
8,8,6,1862.0,3816.0,818473.9439750205,1626324.2170132226,0.4879454926624738,0.5032661602236758,24,9,1,167.0,39590,7160,32430,0.04342017368069473,0.06874569262577535,7,485.73398508443836,167.0,4,5,True,"{1: 81, 0: 13, 3: 43, 2: 72}","{(0, 1): [(13, 67), (67, 81)], (0, 2): [(13, 49), (49, 72)], (0, 3): [(13, 9), (9, 43)], (1, 2): [(81, 2), (2, 77), (77, 72)], (1, 3): [(81, 11), (11, 50), (50, 43)]}","{(1, 81): {'cpu': 20}, (0, 13): {'cpu': 12}, (3, 43): {'cpu': 12}, (2, 72): {'cpu': 4}}","{((0, 1), (13, 67)): {'bw': 42}, ((0, 1), (67, 81)): {'bw': 42}, ((0, 2), (13, 49)): {'bw': 28}, ((0, 2), (49, 72)): {'bw': 28}, ((0, 3), (13, 9)): {'bw': 50}, ((0, 3), (9, 43)): {'bw': 50}, ((1, 2), (81, 2)): {'bw': 4}, ((1, 2), (2, 77)): {'bw': 4}, ((1, 2), (77, 72)): {'bw': 4}, ((1, 3), (81, 11)): {'bw': 1}, ((1, 3), (11, 50)): {'bw': 1}, ((1, 3), (50, 43)): {'bw': 1}}",303.0,173.0,96.0,48.0,125,48.0,125,48.0,255,130,0.570957095709571,147177.39748058483,84031.97941960783,277.333265411247,Success,0.0,"{'node_level': {}, 'link_level': {}, 'path_level': {}}","{'node_level': {1: {'cpu': -70}, 0: {'cpu': -77}, 3: {'cpu': -77}, 2: {'cpu': -85}}, 'link_level': {(0, 1): {'bw': -43}, (0, 2): {'bw': -56}, (0, 3): {'bw': -24}, (1, 2): {'bw': -82}, (1, 3): {'bw': -52}}, 'path_level': {(0, 1): {}, (0, 2): {}, (0, 3): {}, (1, 2): {}, (1, 3): {}}}","{'node_level': {1: {'cpu': 0}, 0: {'cpu': 0}, 3: {'cpu': 0}, 2: {'cpu': 0}}, 'link_level': {(0, 1): {'bw': 0}, (0, 2): {'bw': 0}, (0, 3): {'bw': 0}, (1, 2): {'bw': 0}, (1, 3): {'bw': 0}}, 'path_level': {(0, 1): {}, (0, 2): {}, (0, 3): {}, (1, 2): {}, (1, 3): {}}}",[],-inf,-inf,True,True,False,0,[],4,5
