acceptance_rate,avg_r2c_ratio,long_term_time_r2c_ratio,long_term_avg_time_revenue,success_count,early_rejection_count,place_failure_count,route_failure_count,total_cost,total_revenue,total_time_revenue,total_time_cost,long_term_r2c_ratio,total_simulation_time,long_term_avg_revenue,long_term_avg_cost,min_p_net_available_resource,min_p_net_node_available_resource,min_p_net_link_available_resource,max_inservice_count,total_violation,total_max_single_step_violation,avg_reward,solver_name,seed,p_net_dataset_dir,v_nets_dataset_dir,run_id,start_run_time,clock_running_time
0.8,0.40599966321430875,0.4671596788896529,8904.670760719573,40,0,0,10,18183.0,8319.0,4345479.331231152,9301914.37231806,0.457515261508002,488.0,17.047131147540984,37.260245901639344,33654,6577,27077,19,172.0,-inf,0,ffd_rank,0,dataset/p_net/100-waxman_[0.5-0.2]-cpu_[50-100]-max_cpu_None-bw_[50-100]-max_bw_None,dataset/v_nets/50-[2-10]-random-500-0.04-cpu_[0-20]-bw_[0-50],Stephens-MacBook-Pro-2.local-20250516T005724,20250516T005728,7.446541786193848
0.76,0.3865033841210704,0.45066898915321535,14950.587331509349,38,0,0,12,18894.0,8601.0,7041726.633140903,15625052.538831122,0.4552238805970149,471.0,18.261146496815286,40.11464968152866,31581,6473,25040,20,385.0,-inf,0,ffd_rank,0,dataset/p_net/100-waxman_[0.5-0.2]-cpu_[50-100]-max_cpu_None-bw_[50-100]-max_bw_None,dataset/v_nets/50-[2-10]-random-614.8385512684665-0.04088307440719542-cpu_[0-20]-bw_[0-50],Stephens-MacBook-Pro-2.local-20250516T005724,20250516T005744,8.006617784500122
